,dataset,loss,seed,coverage,length,target,lr,dropout
0,naval,RQR-W,0,0.8860494494438171,0.0240393094718456,0.9,0.05,0.3
0,naval,RQR-W,1,0.8877251744270325,0.022731065750122,0.9,0.05,0.1
0,naval,RQR-W,2,0.881860077381134,0.0223954375833272,0.9,0.1,0.3
0,naval,RQR-W,3,0.8822790384292603,0.0264868903905153,0.9,0.1,0.1
0,naval,RQR-W,4,0.8914955854415894,0.0234125237911939,0.9,0.1,0.1
0,naval,RQR-W,5,0.884373664855957,0.0503311492502689,0.9,0.01,0.3
0,naval,RQR-W,6,0.8894008994102478,0.0229241419583559,0.9,0.05,0.2
0,naval,RQR-W,7,0.9187264442443848,0.0369772315025329,0.9,0.1,0.1
0,naval,RQR-W,8,0.8785085678100586,0.063974343240261,0.9,0.05,0.3
0,naval,RQR-W,9,0.900293231010437,0.0234375,0.9,0.1,0.2
