,dataset,loss,seed,coverage,length,target,lr,dropout
0,energy,SQR,0,0.8896104097366333,1.3062204122543335,0.9,0.01,0.2
0,energy,SQR,1,0.8896104097366333,1.2948930263519287,0.9,0.05,0.1
0,energy,SQR,2,0.91558438539505,1.3167294263839722,0.9,0.005,0.3
0,energy,SQR,3,0.8636363744735718,1.3147966861724854,0.9,0.0005,0.1
0,energy,SQR,4,0.9415584206581116,1.3187189102172852,0.9,0.01,0.3
0,energy,SQR,5,0.8896104097366333,1.323603868484497,0.9,0.005,0.3
0,energy,SQR,6,0.9090909361839294,1.3354567289352417,0.9,0.005,0.1
0,energy,SQR,7,0.8831169009208679,1.2957086563110352,0.9,0.01,0.1
0,energy,SQR,8,0.8441558480262756,1.2458455562591553,0.9,0.0005,0.3
0,energy,SQR,9,0.8311688303947449,1.2643109560012817,0.9,0.0005,0.3
